Role,Title,Company,Location,Salary,Description,Salary_Min,Salary_Max,Average_Salary
Software Engineer,"Director, Software Engineering",Samsara,"South Boston, Suffolk County",212416.86 - 212416.86,"Samsara (NYSE: IOT) is the pioneer of the Connected Operations™ Cloud, which is a platform that enables organizations that depend on physical operatio...",212416.86,212416.86,212416.86
Software Engineer,"Director, Software Engineering",Samsara,"Elkins Park, Montgomery County",195247.08 - 195247.08,"Samsara (NYSE: IOT) is the pioneer of the Connected Operations™ Cloud, which is a platform that enables organizations that depend on physical operatio...",195247.08,195247.08,195247.08
Software Engineer,"Director, Software Engineering",Samsara,US,222702.69 - 222702.69,"Samsara (NYSE: IOT) is the pioneer of the Connected Operations™ Cloud, which is a platform that enables organizations that depend on physical operatio...",222702.69,222702.69,222702.69
Software Engineer,"Director, Software Engineering",Samsara,"Northlake, DeKalb County",200638.67 - 200638.67,"Samsara (NYSE: IOT) is the pioneer of the Connected Operations™ Cloud, which is a platform that enables organizations that depend on physical operatio...",200638.67,200638.67,200638.67
Software Engineer,"Director, Software Engineering",Samsara,"Washington, Washington, D.C.",208118.11 - 208118.11,"Samsara (NYSE: IOT) is the pioneer of the Connected Operations™ Cloud, which is a platform that enables organizations that depend on physical operatio...",208118.11,208118.11,208118.11
Software Engineer,"Director, Software Engineering",Samsara,"Grand Central, Manhattan",193168.11 - 193168.11,"Samsara (NYSE: IOT) is the pioneer of the Connected Operations™ Cloud, which is a platform that enables organizations that depend on physical operatio...",193168.11,193168.11,193168.11
Software Engineer,Senior Software Engineer,Yext,"Grand Central, Manhattan",114866.02 - 114866.02,"Yext (NYSE: YEXT) is the leading digital presence platform for multi-location brands, with thousands of customers worldwide. With one central platform...",114866.02,114866.02,114866.02
Software Engineer,Principal Software Engineer,Microsoft,"Redmond, King County",241445.19 - 241445.19,"Security represents the most critical priorities for our customers in a world awash in digital threats, regulatory scrutiny, and estate complexity. Mi...",241445.19,241445.19,241445.19
Software Engineer,Principal Software Engineer,Microsoft,"Redmond, King County",261637.25 - 261637.25,"Would you be excited about building a global-scale, Kubernetes-based service platform that powers Microsofts productivity workloads? Do you want to le...",261637.25,261637.25,261637.25
Software Engineer,Senior Software Engineer,Microsoft,"Redmond, King County",228443.16 - 228443.16,"Security represents the most critical priorities for our customers in a world awash in digital threats, regulatory scrutiny, and estate complexity. Mi...",228443.16,228443.16,228443.16
Software Engineer,Senior Software Engineer,Blackline,"Pleasanton, Alameda County",152139.1 - 152139.1,"Its fun to work in a company where people truly believe in what theyre doing At BlackLine, were committed to bringing passion and customer focus to th...",152139.1,152139.1,152139.1
Software Engineer,Software Engineer (Kubernetes),Splunk,US,110331.44 - 110331.44,"Splunk, a Cisco company, is building a safer and more resilient digital world with an end-to-end full stack platform made for a hybrid, multi-cloud wo...",110331.44,110331.44,110331.44
Software Engineer,Pyro Software Engineer,Mr. Cooper Group,"Highland Park, Dallas",137820.3 - 137820.3,"Our purpose is simple: Keeping the dream of homeownership alive. As a Mr. Cooper Group team member, you play a big role in making that dream possible....",137820.3,137820.3,137820.3
Software Engineer,Senior Software Engineer,Microsoft,"Redmond, King County",162567.1 - 162567.1,"Security represents the most critical priorities for our customers in a world awash in digital threats, regulatory scrutiny, and estate complexity. Mi...",162567.1,162567.1,162567.1
Software Engineer,Sr. Software Engineer,Microsoft,"Redmond, King County",162777.3 - 162777.3,"Microsoft is a company where passionate innovators come to collaborate, envision what can be and take their careers further. This is a world of more p...",162777.3,162777.3,162777.3
Software Engineer,Staff Software Engineer,Blackline,"Textile Finance, Los Angeles County",135644.39 - 135644.39,"At BlackLine, were committed to bringing passion and customer focus to the business of enterprise applications. Since being founded in 2001, BlackLine...",135644.39,135644.39,135644.39
Software Engineer,Staff Software Engineer,Weee!,"Times Square, King County",131281.61 - 131281.61,"Weee is the largest and fastest-growing ethnic e-grocer in the United States, operating in one of the largest underserved categories in retail with af...",131281.61,131281.61,131281.61
Software Engineer,Senior Software Engineer,Microsoft,"Redmond, King County",195598.39 - 195598.39,"Security represents the most critical priorities for our customers in a world awash in digital threats, regulatory scrutiny, and estate complexity. Mi...",195598.39,195598.39,195598.39
Software Engineer,Staff Software Engineer,Apex Clearing Corporation,"Bee Cave, Travis County",102457.05 - 102457.05,"Apex Fintech Solutions (AFS) powers innovation and the future of digital wealth management by processing millions of transactions daily, to simplify, ...",102457.05,102457.05,102457.05
Software Engineer,Software Engineer - UI,Splunk,US,165390.03 - 165390.03,"Splunk, a Cisco company, is building a safer and more resilient digital world with an end-to-end full stack platform made for a hybrid, multi-cloud wo...",165390.03,165390.03,165390.03
Software Engineer,Staff Software Engineer,Apex Clearing Corporation,"Bee Cave, Travis County",102799.62 - 102799.62,"Apex Fintech Solutions (AFS) powers innovation and the future of digital wealth management by processing millions of transactions daily, to simplify, ...",102799.62,102799.62,102799.62
Software Engineer,Junior Software Engineer,mthree,"South Jordan, Salt Lake County",54224.83 - 54224.83,"Salary: $48,000 - $63,000 USD Want to start your career as a Java Developer? Paid graduate training, ongoing support, opportunities at leading global ...",54224.83,54224.83,54224.83
Software Engineer,Software Engineer III,"Lantana Consulting Group, Inc.","North Thetford, Orange County",145681.12 - 145681.12,Lantana Consulting Group provides services and software for standards-based health-information exchange. We have established ourselves as a trusted le...,145681.12,145681.12,145681.12
Software Engineer,"Software Engineer, Performance",Splunk,"Mount Rainier, Prince George's County",114003.65 - 114003.65,"Splunk, a Cisco company, is building a safer and more resilient digital world with an end-to-end full stack platform made for a hybrid, multi-cloud wo...",114003.65,114003.65,114003.65
Software Engineer,Software Engineer,MedPOINT Management,"Los Angeles, Los Angeles County",89424.14 - 89424.14,Job Description Job Description The Software Engineer position is responsible for the design and development of software applications to support MedPO...,89424.14,89424.14,89424.14
Software Engineer,Software Engineer,TecRecruit LLC,"Irvine, Orange County",94389.21 - 94389.21,Job Description Job Description We are looking to hire Software Engineers for our ever-growing Engineering team. The positions are remote/hybrid. The ...,94389.21,94389.21,94389.21
Software Engineer,Software Engineer,Not Disclosed,"Irvine, Orange County",94152.95 - 94152.95,Job Description Job Description We are looking for an outstanding software engineers to join our team at our Irvine office. A degree from a reputable ...,94152.95,94152.95,94152.95
Software Engineer,Software Engineer,Robert Half,"Los Alamitos, Orange County",Not listed,"Job Description Job Description Responsibilities • Lead programming projects, adhering to Agile Scrum and Waterfall development methodologies • Work w...",,,
Software Engineer,Software Engineer,ESMART TECH INC,"San Diego, San Diego County",73293.04 - 73293.04,"Job Description Job Description About eSmart Tech Inc. (https://esmarttech.com): The eSmart Tech Inc. team, located in San Diego, California, research...",73293.04,73293.04,73293.04
Software Engineer,Software Engineer,HARBOR OBJECTS,"Irvine, Orange County",100452.74 - 100452.74,Job Description Job Description HarborObjects is seeking a capable and enthusiastic senior .NET and/or Java Developer to join us as a senior member of...,100452.74,100452.74,100452.74
Software Engineer,Senior Software Engineer,United States Pharmacopeia,"Rockville, Montgomery County",146518.22 - 146518.22,Description Who is USP? The U.S. Pharmacopeial Convention (USP) is an independent scientific organization that collaborates with the world's top autho...,146518.22,146518.22,146518.22
Software Engineer,Sr. Software Engineer,"Vaxcyte, Inc.","San Carlos, San Mateo County",248323.89 - 248323.89,Join our Mission to Protect Humankind Vaxcyte is a clinical-stage vaccine innovation company engineering high-fidelity vaccines to protect humankind f...,248323.89,248323.89,248323.89
Software Engineer,Senior Software Engineer,Formation Bio,"New York City, New York",274908.8 - 274908.8,About Formation Bio Formation Bio is a tech and AI driven pharma company differentiated by radically more efficient drug development. Advancements in ...,274908.8,274908.8,274908.8
Software Engineer,Steam Software Engineer,Valve,"Bellevue, King County",91382.79 - 91382.79,"Software Engineers on the Steam team join a world-class group of software engineers, business leaders, and designers who are continually creating and ...",91382.79,91382.79,91382.79
Software Engineer,"Software Engineer, Platform",Vercel,"Northlake, DeKalb County",111524.62 - 111524.62,"Vercel’s Frontend Cloud provides the developer experience and infrastructure to build, scale, and secure a faster, more personalized web. Customers li...",111524.62,111524.62,111524.62
Software Engineer,"Software Engineer, Platform",Vercel,"South Boston, Suffolk County",118071.39 - 118071.39,"Vercel’s Frontend Cloud provides the developer experience and infrastructure to build, scale, and secure a faster, more personalized web. Customers li...",118071.39,118071.39,118071.39
Software Engineer,"Software Engineer, Platform",Vercel,"Washington, Washington, D.C.",115682.16 - 115682.16,"Vercel’s Frontend Cloud provides the developer experience and infrastructure to build, scale, and secure a faster, more personalized web. Customers li...",115682.16,115682.16,115682.16
